"year","season","region","cumulative_gold_medals","cumulative_silver_medals","cumulative_bronze_medals","cumulative_medals"
2008,"Summer","China",164,118,104,386
2008,"Summer","Russia",549,455,435,1439
2008,"Summer","UK",222,277,264,763
2008,"Summer","Australia",135,144,175,454
2008,"Summer","Germany",416,428,462,1306
2008,"Summer","France",213,227,260,700
2008,"Summer","South Korea",68,74,73,215
2008,"Summer","Italy",203,170,179,552
2008,"Summer","Ukraine",27,22,46,95
2008,"Summer","Japan",123,112,123,358
2008,"Summer","Cuba",67,62,60,189
2008,"Summer","Canada",59,96,110,265
2008,"Summer","Netherlands",74,84,102,260
2008,"Summer","Spain",34,49,31,114
2008,"Summer","Belarus",10,19,34,63
2008,"Summer","Brazil",20,25,47,92
2008,"Summer","Kenya",23,28,25,76
2008,"Summer","Kazakhstan",9,16,14,39
2008,"Summer","Hungary",162,147,162,471
2008,"Summer","Poland",65,82,122,269
2008,"Summer","Norway",57,50,43,150
2008,"Summer","Denmark",45,71,72,188
2008,"Summer","Jamaica",12,25,16,53
2008,"Summer","New Zealand",37,16,34,87
2008,"Summer","Romania",85,89,116,290
2008,"Summer","Azerbaijan",4,3,9,16
2008,"Summer","Ethiopia",18,6,14,38
2008,"Summer","Turkey",37,22,23,82
2008,"Summer","Switzerland",53,78,67,198
2008,"Summer","North Korea",10,12,19,41
2008,"Summer","Uzbekistan",4,5,8,17
2008,"Summer","Argentina",17,23,26,66
2008,"Summer","Czech Republic",59,63,65,187
2008,"Summer","Armenia",1,1,7,9
2008,"Summer","Slovakia",7,8,5,20
2008,"Summer","Georgia",5,2,11,18
2008,"Summer","Indonesia",6,9,10,25
2008,"Summer","Sweden",147,165,182,494
2008,"Summer","Bulgaria",51,84,77,212
2008,"Summer","Slovenia",3,5,7,15
2008,"Summer","Croatia",3,6,8,17
2008,"Summer","Lithuania",4,4,8,16
2008,"Summer","Nigeria",3,8,12,23
2008,"Summer","Mongolia",2,7,10,19
2008,"Summer","Zimbabwe",3,4,1,8
2008,"Summer","Greece",39,56,48,143
2008,"Summer","Taiwan",2,6,11,19
2008,"Summer","Finland",104,85,117,306
2008,"Summer","Thailand",7,4,10,21
2008,"Summer","Latvia",2,11,4,17
2008,"Summer","Ireland",8,8,10,26
2008,"Summer","Serbia",28,34,33,95
2008,"Summer","India",9,4,7,20
2008,"Summer","Austria",26,40,41,107
2008,"Summer","Mexico",12,18,25,55
2008,"Summer","Bahamas",4,2,5,11
2008,"Summer","Kyrgyzstan",0,1,2,3
2008,"Summer","Portugal",4,7,11,22
2008,"Summer","Colombia",1,4,7,12
2008,"Summer","Tajikistan",0,1,1,2
2008,"Summer","Morocco",6,5,10,21
2008,"Summer","Belgium",42,56,59,157
2008,"Summer","Dominican Republic",2,1,1,4
2008,"Summer","Trinidad",2,4,10,16
2008,"Summer","Iran",11,15,22,48
2008,"Summer","Estonia",9,8,14,31
2008,"Summer","Algeria",4,2,8,14
2008,"Summer","Egypt",7,6,9,22
2008,"Summer","Vietnam",0,2,0,2
2008,"Summer","Togo",0,0,1,1
2008,"Summer","Sudan",0,1,0,1
2008,"Summer","Malaysia",0,2,2,4
2008,"Summer","Mauritius",0,0,1,1
2008,"Summer","Iceland",0,2,2,4
2008,"Summer","Afghanistan",0,0,1,1
2008,"Summer","Moldova",0,2,3,5
2008,"Summer","Tunisia",2,2,3,7
2008,"Summer","Cameroon",3,1,1,5
2008,"Summer","Chile",2,7,4,13
2008,"Summer","Ecuador",1,1,0,2
2008,"Summer","Panama",1,0,2,3
2008,"Summer","South Africa",20,25,27,72
2008,"Summer","Singapore",0,2,0,2
2008,"Summer","Israel",1,1,5,7
2008,"Summer","Venezuela",1,2,8,11
2010,"Winter","USA",87,92,72,251
2010,"Winter","Germany",128,129,101,358
2010,"Winter","Canada",52,46,47,145
2010,"Winter","Norway",100,103,90,293
2010,"Winter","Austria",55,70,76,201
2010,"Winter","Russia",122,91,93,306
2010,"Winter","South Korea",23,14,8,45
2010,"Winter","France",27,27,40,94
2010,"Winter","China",9,18,17,44
2010,"Winter","Sweden",48,33,48,129
2010,"Winter","Switzerland",44,37,45,126
2010,"Winter","Netherlands",29,31,26,86
2010,"Winter","Poland",2,6,6,14
2010,"Winter","Czech Republic",7,13,21,41
2010,"Winter","Japan",9,13,15,37
2010,"Winter","Italy",37,32,37,106
2010,"Winter","Finland",41,59,56,156
2010,"Winter","Australia",6,1,3,10
2010,"Winter","Slovenia",0,2,5,7
2010,"Winter","Belarus",1,4,4,9
2010,"Winter","Slovakia",1,2,1,4
2010,"Winter","Croatia",4,5,1,10
2010,"Winter","Latvia",0,2,1,3
2010,"Winter","Estonia",4,2,1,7
2010,"Winter","UK",10,3,10,23
2010,"Winter","Kazakhstan",1,3,2,6
2012,"Summer","USA",989,765,670,2424
2012,"Summer","China",202,145,128,475
2012,"Summer","Russia",573,481,467,1521
2012,"Summer","UK",251,294,283,828
2012,"Summer","Germany",427,447,476,1350
2012,"Summer","Japan",130,126,140,396
2012,"Summer","France",224,238,273,735
2012,"Summer","Australia",142,160,187,489
2012,"Summer","South Korea",81,82,80,243
2012,"Summer","Italy",211,179,190,580
2012,"Summer","Netherlands",80,90,110,280
2012,"Summer","Ukraine",33,27,55,115
2012,"Summer","Canada",60,101,122,283
2012,"Summer","Hungary",170,151,168,489
2012,"Summer","Spain",37,59,35,131
2012,"Summer","Brazil",23,30,56,109
2012,"Summer","Cuba",72,65,66,203
2012,"Summer","New Zealand",43,18,39,100
2012,"Summer","Kazakhstan",16,17,19,52
2012,"Summer","Jamaica",16,29,20,65
2012,"Summer","Iran",15,20,25,60
2012,"Summer","Belarus",12,24,39,75
2012,"Summer","Kenya",25,32,30,87
2012,"Summer","Azerbaijan",6,5,15,26
2012,"Summer","Czech Republic",63,66,68,197
2012,"Summer","Poland",67,84,128,279
2012,"Summer","Denmark",47,75,75,197
2012,"Summer","Romania",87,94,118,299
2012,"Summer","Colombia",2,7,11,20
2012,"Summer","Sweden",148,169,185,502
2012,"Summer","Ethiopia",21,7,17,45
2012,"Summer","Mexico",13,21,28,62
2012,"Summer","Georgia",6,5,14,25
2012,"Summer","Croatia",6,7,10,23
2012,"Summer","North Korea",14,12,21,47
2012,"Summer","South Africa",23,27,28,78
2012,"Summer","India",9,6,11,26
2012,"Summer","Mongolia",2,9,13,24
2012,"Summer","Lithuania",6,5,10,21
2012,"Summer","Ireland",9,9,13,31
2012,"Summer","Turkey",39,24,24,87
2012,"Summer","Trinidad",3,5,12,20
2012,"Summer","Slovenia",4,6,9,19
2012,"Summer","Norway",59,51,44,154
2012,"Summer","Slovakia",7,9,8,24
2012,"Summer","Switzerland",55,80,67,202
2012,"Summer","Serbia",29,35,35,99
2012,"Summer","Argentina",18,24,28,70
2012,"Summer","Thailand",7,6,11,24
2012,"Summer","Finland",104,86,119,309
2012,"Summer","Armenia",1,2,9,12
2012,"Summer","Belgium",42,57,61,160
2012,"Summer","Tunisia",3,3,4,10
2012,"Summer","Uzbekistan",5,5,10,20
2012,"Summer","Estonia",9,9,15,33
2012,"Summer","Malaysia",0,3,3,6
2012,"Summer","Greece",39,56,50,145
2012,"Summer","Puerto Rico",0,2,6,8
2012,"Summer","Moldova",0,2,5,7
2012,"Summer","Qatar",0,0,4,4
2012,"Summer","Singapore",0,2,2,4
2012,"Summer","Egypt",7,8,9,24
2012,"Summer","Indonesia",6,10,11,27
2012,"Summer","Dominican Republic",3,2,1,6
2012,"Summer","Bulgaria",51,85,78,214
2012,"Summer","Latvia",3,11,5,19
2012,"Summer","Taiwan",2,7,12,21
2012,"Summer","Kuwait",0,0,2,2
2012,"Summer","Grenada",1,0,0,1
2012,"Summer","Guatemala",0,1,0,1
2012,"Summer","Cyprus",0,1,0,1
2012,"Summer","Gabon",0,1,0,1
2012,"Summer","Afghanistan",0,0,2,2
2012,"Summer","Tajikistan",0,1,2,3
2012,"Summer","Botswana",0,1,0,1
2012,"Summer","Morocco",6,5,11,22
2012,"Summer","Portugal",4,8,11,23
2012,"Summer","Montenegro",0,1,0,1
2012,"Summer","Bahrain",0,0,1,1
2012,"Summer","Bahamas",5,2,5,12
2012,"Summer","Saudi Arabia",0,1,2,3
2012,"Summer","Uganda",2,3,2,7
2012,"Summer","Algeria",5,2,8,15
2012,"Summer","Venezuela",2,2,8,12
2014,"Winter","Russia",135,102,102,339
2014,"Winter","USA",96,99,84,279
2014,"Winter","Norway",111,108,100,319
2014,"Winter","Canada",62,56,52,170
2014,"Winter","Netherlands",37,38,35,110
2014,"Winter","Germany",136,135,106,377
2014,"Winter","Austria",59,78,81,218
2014,"Winter","France",31,31,47,109
2014,"Winter","Sweden",50,40,54,144
2014,"Winter","Switzerland",50,40,47,137
2014,"Winter","China",12,22,19,53
2014,"Winter","Czech Republic",9,17,23,49
2014,"Winter","South Korea",26,17,10,53
2014,"Winter","Italy",37,34,43,114
2014,"Winter","Japan",10,17,18,45
2014,"Winter","Slovenia",2,4,9,15
2014,"Winter","Poland",6,7,7,20
2014,"Winter","Belarus",6,4,5,15
2014,"Winter","Finland",42,62,57,161
2014,"Winter","Latvia",0,4,3,7
2014,"Winter","UK",11,4,12,27
2014,"Winter","Australia",6,3,4,13
2014,"Winter","Ukraine",2,1,4,7
2014,"Winter","Slovakia",2,2,1,5
2014,"Winter","Croatia",4,6,1,11
2014,"Winter","Kazakhstan",1,3,3,7
2016,"Summer","USA",1035,802,708,2545
2016,"Summer","China",228,163,154,545
2016,"Summer","UK",278,317,300,895
2016,"Summer","Russia",592,498,487,1577
2016,"Summer","Germany",444,457,491,1392
2016,"Summer","France",234,256,287,777
2016,"Summer","Japan",142,134,161,437
2016,"Summer","Australia",150,171,197,518
2016,"Summer","Italy",219,191,198,608
2016,"Summer","Canada",64,104,137,305
2016,"Summer","South Korea",90,85,89,264
2016,"Summer","Brazil",30,36,62,128
2016,"Summer","Netherlands",88,97,114,299
2016,"Summer","Kazakhstan",19,22,29,70
2016,"Summer","New Zealand",47,27,44,118
2016,"Summer","Azerbaijan",7,12,25,44
2016,"Summer","Spain",44,63,41,148
2016,"Summer","Denmark",49,81,82,212
2016,"Summer","Hungary",178,154,172,504
2016,"Summer","Uzbekistan",9,7,17,33
2016,"Summer","Kenya",31,38,31,100
2016,"Summer","Ukraine",35,32,59,126
2016,"Summer","Sweden",150,175,188,513
2016,"Summer","Cuba",77,67,70,214
2016,"Summer","Poland",69,87,134,290
2016,"Summer","Jamaica",22,32,22,76
2016,"Summer","Czech Republic",64,68,75,207
2016,"Summer","Croatia",11,10,12,33
2016,"Summer","South Africa",25,33,30,88
2016,"Summer","Belarus",13,28,43,84
2016,"Summer","Turkey",40,27,28,95
2016,"Summer","Colombia",5,9,14,28
2016,"Summer","Ethiopia",22,9,22,53
2016,"Summer","Iran",18,21,29,68
2016,"Summer","Serbia",31,39,37,107
2016,"Summer","North Korea",16,15,23,54
2016,"Summer","Switzerland",58,82,69,209
2016,"Summer","Georgia",8,6,18,32
2016,"Summer","Greece",42,57,52,151
2016,"Summer","Thailand",9,8,13,30
2016,"Summer","Belgium",44,59,63,166
2016,"Summer","Malaysia",0,7,4,11
2016,"Summer","Mexico",13,24,30,67
2016,"Summer","Norway",59,51,48,158
2016,"Summer","Argentina",21,25,28,74
2016,"Summer","Slovakia",9,11,8,28
2016,"Summer","Armenia",2,5,9,16
2016,"Summer","Slovenia",5,8,10,23
2016,"Summer","Romania",88,95,120,303
2016,"Summer","Lithuania",6,6,13,25
2016,"Summer","Taiwan",3,7,14,24
2016,"Summer","Venezuela",2,3,10,15
2016,"Summer","Bulgaria",51,86,80,217
2016,"Summer","Tunisia",3,3,7,13
2016,"Summer","Egypt",7,8,12,27
2016,"Summer","Indonesia",7,12,11,30
2016,"Summer","Mongolia",2,10,14,26
2016,"Summer","Bahamas",6,2,6,14
2016,"Summer","Bahrain",1,1,1,3
2016,"Summer","Ivory Coast",1,1,1,3
2016,"Summer","Israel",1,1,7,9
2016,"Summer","Ireland",9,11,13,33
2016,"Summer","Individual Olympic Athletes",1,1,3,5
2016,"Summer","India",9,7,12,28
2016,"Summer","Algeria",5,4,8,17
2016,"Summer","Vietnam",1,3,0,4
2016,"Summer","Philippines",0,3,7,10
2016,"Summer","Singapore",1,2,2,5
2016,"Summer","United Arab Emirates",1,0,1,2
2016,"Summer","Nigeria",3,8,13,24
2016,"Summer","Niger",0,1,1,2
2016,"Summer","Burundi",1,1,0,2
2016,"Summer","Jordan",1,0,0,1
2016,"Summer","Fiji",1,0,0,1
2016,"Summer","Estonia",9,9,16,34
2016,"Summer","Dominican Republic",3,2,2,7
2016,"Summer","Tajikistan",1,1,2,4
2016,"Summer","Trinidad",3,5,13,21
2016,"Summer","Austria",26,40,42,108
2016,"Summer","Finland",104,86,120,310
2016,"Summer","Qatar",0,1,4,5
2016,"Summer","Morocco",6,5,12,23
2016,"Summer","Puerto Rico",1,2,6,9
2016,"Summer","Portugal",4,8,12,24
2016,"Summer","Grenada",1,1,0,2
2016,"Summer","Kosovo",1,0,0,1
